Solution Name,Remote Testing,Adaptive/IRT,Test Type,PDF Paths
MFS 360 UCF Standard Report,Yes,No,D,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_CanFR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_SpaLA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_CN.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_IND.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_JP.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_KO.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_CZ.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_DK.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_NL.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_FIN.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_FR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_DE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_HU.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_IT.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report._Standard_NO.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_POL.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_POR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_RUS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_SERB.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_SP.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_SE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_TUR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_IC.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MFS_Sample_Report_Standard_BrPOR.pdf
Micro Focus Unified Functional Testing (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Micro_Focus_Unified_Functional_Testing_(New).pdf
Microservices (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microservices_(New).pdf
Microsoft Dynamics Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Dynamics_Development_(New).pdf
Microsoft Excel 365 - Essentials (New),Yes,No,K S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Excel_365_-_Essentials.pdf
Microsoft Excel 365 (New),Yes,No,K S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Excel_365.pdf
Microsoft Outlook 2013 (adaptive),Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-microsoft_outlook_2013_(adaptive).pdf
Microsoft PowerPoint 365 - Essentials (New),Yes,No,K S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_PowerPoint_365_-_Essentials.pdf
Microsoft SQL Server 2014 Programming,Yes,Yes,K,N/A
Microsoft Windows Server 2012 Administration,Yes,Yes,K,N/A
Microsoft Word 365 - Essentials (New),Yes,No,K S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_-_Essentials.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_Essential_(new)_Sample_Report.pdf
Microsoft Word 365 (New),Yes,No,S K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_(new)_sample_report.pdf
Mineral Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mineral_Engineering_(New).pdf
Mining Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mining_Engineering_(New).pdf
Mobility (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mobility_(New).pdf
Molecular Biology (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Molecular_Biology_(New).pdf
MongoDB (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MongoDB_(New).pdf
Motivation Questionnaire MQM5,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivation_Questionnaire.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Swedish.pdf
MQ Candidate Motivation Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Candidate_Motivation_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Candidate_Motivation_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Candidate_Motivation_Report_Std_v2.0_Chinese_Simplified.pdf
MQ Employee Motivation Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Employee_Motivation_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Employee_Motivation_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Employee_Motivation_Report_Std_v2.0_Chinese_Simplified.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Employee_Motivation_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ.M5_Employee_Motivation_Report_Serbian.pdf
MQ Motivation Report Pack,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_Chinese_Simplified.pdf
MQ Profile,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_LAS.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Chinese_Simplified.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Latvian.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_BR_PT.pdf.pdf
MS Access (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Access_(New).pdf
MS Excel (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Excel_(New).pdf
MS Office Basic Computer Literacy (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(New)_Sample_Report.pdf
MS Office Basic Computer Literacy (Sim) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(Simulation)_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(sim)_(New)_Sample_Report.pdf
MS PowerPoint (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_PowerPoint_(New).pdf
MS Word (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Word_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Word_(New)_Sample_Report.pdf
MuleSoft Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MuleSoft_Development_(New).pdf
Multitasking Ability,Yes,No,A K S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-Multitasking_Ability.pdf
Networking and Implementation (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Networking_and_Implementation_(New).pdf
Node.js (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Node.js_(New).pdf
Nursing (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Nursing_(New).pdf
Occupational Personality Questionnaire OPQ32r,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Product_Fact_Sheet_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Fact_Sheet_FR.pdf
Operations Management (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Operations_Management_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Operations_Management__sample_report.pdf
OPQ Candidate Plus Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Candidate_Plus_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Candidate_Plus_Report_Finnish.pdf
OPQ Candidate Report 2.0,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Canadian_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Brazilian_Portuguese.pdf
OPQ Emotional Intelligence Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Portuguese_(Brazil).pdf
OPQ Leadership Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Leadership_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Portuguese_(Brazil).pdf
OPQ Manager Plus Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Manager_Plus_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Dutch_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French_(Belgium).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Portuguese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Manager_Plus_Report_Std_v2.0_Thai.pdf
