Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
Microsoft Outlook 2013 (adaptive),"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks","Mid-Professional, Professional Individual Contributor",English (USA),25,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-microsoft_outlook_2013_(adaptive).pdf
Microsoft PowerPoint 365 - Essentials (New),"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations",Entry-Level,English (USA),25,Yes,No,K S,https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_PowerPoint_365_-_Essentials.pdf
Microsoft SQL Server 2014 Programming,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries","Mid-Professional, Professional Individual Contributor",English (USA),35,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,N/A
Microsoft Windows Server 2012 Administration,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management","Mid-Professional, Professional Individual Contributor",English (USA),35,Yes,Yes,K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/,N/A
Microsoft Word 365 (New),"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents",Entry-Level,English (USA),35,Yes,No,S K,https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_(new)_sample_report.pdf
Microsoft Word 365 - Essentials (New),"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents",Entry-Level,English (USA),25,Yes,No,K S,https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_-_Essentials.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Microsoft_Word_365_Essential_(new)_Sample_Report.pdf
Mineral Engineering (New),"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),12,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mineral_Engineering_(New).pdf
Mining Engineering (New),"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),16,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mining_Engineering_(New).pdf
Mobility (New),Multi-choice test that measures the knowledge on topics related to mobility and mobile computing,"Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/mobility-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Mobility_(New).pdf
Molecular Biology (New),"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes","Graduate, Mid-Professional, Professional Individual Contributor",English (USA),6,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Molecular_Biology_(New).pdf
MongoDB (New),"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models","Mid-Professional, Professional Individual Contributor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MongoDB_(New).pdf
Motivation Questionnaire MQM5,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean",25,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivation_Questionnaire.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Motivational_Questionnaire_-_Swedish.pdf
MuleSoft Development (New),"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment","Mid-Professional, Professional Individual Contributor",English (USA),17,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MuleSoft_Development_(New).pdf
Multitasking Ability,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",English (USA),20,Yes,No,A K S,https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet-Multitasking_Ability.pdf
Networking and Implementation (New),"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks","Mid-Professional, Professional Individual Contributor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Networking_and_Implementation_(New).pdf
Node.js (New),"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Node.js_(New).pdf
Nursing (New),Multi-choice test that measures the knowledge of carrying out various nursing tasks,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),11,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Nursing_(New).pdf
OPQ Candidate Plus Report,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Finnish, English International",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Candidate_Plus_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Candidate_Plus_Report_Finnish.pdf
OPQ Candidate Report 2.0,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,N/A,N/A,N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Canadian_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Candidate_Report_2.0_Brazilian_Portuguese.pdf
OPQ Emotional Intelligence Report,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Emotional_Intelligence_Report_Std_v2.0_Portuguese_(Brazil).pdf
OPQ Leadership Report,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership","Director, Executive, Manager, Mid-Professional, Professional Individual Contributor","Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Leadership_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/The_Leadership_Report_v2.0_SC_Portuguese_(Brazil).pdf
OPQ MQ Sales Report,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_MQ_Sales_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Report_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_MQ_Sales_Report_Romanian_TC_Version.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Portuguese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Sales_Report_Std_v2.0_Thai.pdf
